engine_id,cycle,temperature,vibration,pressure,RUL,profile
0,0,601.4901424590337,19.861735698828817,100.6476885381007,307.61514928204014,standard
0,1,599.44753987583,19.82586304305082,101.54921281550739,302.83717364576455,standard
0,2,598.8915768421951,20.662560043585966,99.47658230718754,295.6713512321487,standard
0,3,601.1758868146982,18.2667197553422,98.18508216748697,294.18856235379513,standard
0,4,597.5615066389968,20.55424733259527,98.97197592447878,288.93848149332354,standard
0,5,605.1469463067647,20.074223699513464,99.91752820468791,287.8762590689327,standard
0,6,599.2668518264244,20.470922589709865,98.6690064225777,295.87849009172834,standard
0,7,599.2480839302435,20.128306250206727,99.18829338777061,302.2613909225447,standard
0,8,601.1595083257862,19.4222890710441,100.58254491210319,285.89578175014486,standard
0,9,601.9765907850143,18.580329876120224,98.40181395110157,291.9843061793456,standard
0,10,603.7153997399862,20.77136828118997,99.58435171761177,288.49448152205355,standard
0,11,597.2144340288977,19.940155791605292,99.20936122904021,294.2856111310946,standard
0,12,602.8308548687054,18.956959844637264,99.96408396939479,286.0745885979184,standard
0,13,599.9192339990822,21.39167628884087,100.64099952249595,291.656400595581,standard
0,14,599.5823474303321,20.530787624148786,99.91126343140357,290.8777256356118,standard
0,15,600.8124772864642,20.714341023336182,98.44366502599397,279.01896687959663,standard
0,16,604.8375774671825,22.316240028570824,99.44798987841966,289.0176644894601,standard
0,17,603.6349080751429,20.374880245394877,99.85139560550842,290.69018283232987,standard
0,18,602.5925218826702,22.644643655814004,96.84025489591025,286.1095125218761,standard
0,19,603.1111412047145,20.840992649534133,99.52176077653552,271.06215542699556,standard
0,20,602.3409843364875,21.557112571511745,100.87789404474152,277.4086489086318,standard
0,21,600.7245191913204,20.758242956415465,100.28540211770208,280.64375554829843,standard
0,22,601.7107193886989,21.833267433113356,99.43707754934805,282.84322495266446,standard
0,23,601.343840718368,21.052337853402232,98.91789184686785,269.6824252593394,standard
0,24,604.4883608311937,21.70105527217989,99.28511345664246,274.82706433312427,standard
0,25,599.5038877738488,21.07935467723464,98.90728548347323,270.9886136538919,standard
0,26,603.4161428650019,21.964050856814538,101.10618590121052,274.8728890641592,standard
0,27,604.8226511721682,21.545554084233835,97.27122878470095,272.86743062275394,standard
0,28,604.3806906298231,24.143242112485286,98.96763903521888,273.5077367116681,standard
0,29,604.2458646908843,20.571321962380466,100.27282281451501,274.75966516343385,standard
0,30,606.8730958411292,20.89061254520526,100.5027943109361,262.9907446860386,standard
0,31,606.4105712814007,24.050455625809978,98.0794636748693,266.1685113519861,standard
0,32,605.0989540952629,21.416524345883804,97.48933656893388,268.3428148740301,standard
0,33,601.7630888588217,22.453592430635183,98.0905757657662,274.7496720250877,standard
0,34,602.7502401229913,21.717938483794324,99.79351721736967,259.84567841783024,standard
0,35,605.9323798038124,23.40714275428243,97.34251676543877,265.9231692926615,standard
0,36,606.1796483827452,22.941822871777312,97.68304928912193,257.3977169345786,standard
0,37,607.1158246968506,22.516984673233186,99.14049285034588,264.7322410474849,standard
0,38,603.6599258352645,22.512253697161004,99.15307247329868,258.4282429098682,standard
0,39,611.4473235334343,22.813832920911786,97.63869650279734,264.28276804316914,standard
0,40,603.075954989318,23.187084603742452,99.95859557900741,255.89658840824146,standard
0,41,609.0401283877329,22.8727809269365,99.59206015999449,268.48396491326974,standard
0,42,605.5638356519913,21.76626383564251,97.85048557037447,253.92094857517282,standard
0,43,606.2186948717577,22.92115197481664,98.98669079933,261.1359162451801,standard
0,44,606.6390056756337,24.09353407715732,98.41534316676206,269.6008458329481,standard
0,45,608.627002043295,21.842842443583717,97.57910750193889,257.4123620762159,standard
0,46,606.2296116440224,23.47400049409209,99.09323762457355,253.63585543671564,standard
0,47,604.5096188457948,21.305152775314134,98.14348504793298,257.28199397161734,standard
0,48,607.8422812323906,21.63426122128801,98.73318092585119,253.9265868986442,standard
0,49,604.6984276913967,23.09372510594553,98.588208718446,245.28514851084688,standard
0,50,608.5733620810448,23.560784526368234,99.58305124317528,255.26901026017453,standard
0,51,603.5169918961287,22.122174960084877,98.98503526720866,251.56892975456105,standard
0,52,609.3451430589181,26.972731490654724,99.01089051069316,253.677828200903,standard
0,53,610.8120052904796,23.8313912513058,98.09473075535965,250.79484610246635,standard
0,54,605.7815243563873,23.003181393259993,97.89463645217089,246.4093706969316,standard
0,55,615.1939757000205,21.432734807408252,99.0362601903745,236.93642064405174,standard
0,56,606.9842044026317,24.448950596967364,98.38428001909546,238.61127611035346,standard
0,57,606.4040888722201,24.099597748934677,97.55963336828287,244.08229294790988,standard
0,58,608.8367155197114,22.828399652394182,100.40394408932534,245.16959511159007,standard
0,59,602.7745722400272,23.726454314769427,97.56821353523162,245.2621666739811,standard
0,60,606.6224377847019,23.485263558533102,98.70498727898045,244.32877597085061,standard
0,61,605.5491107788326,23.32549876415905,97.69505468883905,235.73335383713143,standard
0,62,614.5963627208432,24.124981710960956,96.87911604566496,242.58930973527387,standard
0,63,615.816468591038,24.812465260551146,96.59063003404599,234.57882963566874,standard
